usuario,perfilLink,textoComentario,timestamp,dataFormatada,tempoExibido,likes,id_comentario,texto_limpo,n_palavras,categorias,n_categorias,categoria_principal,sent_score,sent_polaridade,sent_intensidade,sent_n_palavras
karinacirqueira,karinacirqueira,"Meu irmão não precisava fazer nada para brincar na rua, eu minha irmã é prima tínhamos que arrumar a casa e cuidar dos meus avós… Não podíamos sair à noite sem supervisão, não podíamos brincar na rua com os meninos, ou tentar brincadeiras como patins e skate",2023-01-15T20:18:26Z,"Jan 15, 2023",122w,0,741,"Meu irmão não precisava fazer nada para brincar na rua, eu minha irmã é prima tínhamos que arrumar a casa e cuidar dos meus avós… Não podíamos sair à noite sem supervisão, não podíamos brincar na rua com os meninos, ou tentar brincadeiras como patins e skate",47,,2,diferenciacao_domestica,0,neutro,0,0
_miraveronica,_miraveronica,Eu tinha que arrumar as camas dos meus dois irmãos mais velhos todos os dias. Fomos criados por mãe solo. Eles deixavam a parte deles por fazer e a justificativa era “mas você só estuda e nós trabalhamos fora”.,2023-01-15T20:19:08Z,"Jan 15, 2023",122w,0,742,Eu tinha que arrumar as camas dos meus dois irmãos mais velhos todos os dias. Fomos criados por mãe solo. Eles deixavam a parte deles por fazer e a justificativa era “mas você só estuda e nós trabalhamos fora”.,39,,1,diferenciacao_domestica,0,neutro,0,0
cinthiamedeiros02,cinthiamedeiros02,"Meu irmão podia sair pra onde quisesse sem hora pra voltar pq era homem, eu não podia. Eu tinha que ajudar em todas as tarefas de casa, mas meu irmão não podia ajudar pq era homem. Eu tinha que lavar até as cuecas freiadas no domingo até lascar a mão toda enquanto meu irmão ficava jogando video game. Eu fazia, mas fazia brigando pq achava injusto. Até hj sou vista como ""a difícil"" da casa por tentar requerer igualdade de direitos. Mas se meus pais queriam impedir que meu irmão ""virasse"" gay, não deu certo, pq hj ele é assumido, mora com o namorado e é ótimo nos serviços de casa. Estávamos conversando dia desses de como essa diferença que fomos criados foi absurda.",2023-01-15T20:19:35Z,"Jan 15, 2023",122w,0,743,"Meu irmão podia sair pra onde quisesse sem hora pra voltar pq era homem, eu não podia. Eu tinha que ajudar em todas as tarefas de casa, mas meu irmão não podia ajudar pq era homem. Eu tinha que lavar até as cuecas freiadas no domingo até lascar a mão toda enquanto meu irmão ficava jogando video game. Eu fazia, mas fazia brigando pq achava injusto. Até hj sou vista como ""a difícil"" da casa por tentar requerer igualdade de direitos. Mas se meus pais queriam impedir que meu irmão ""virasse"" gay, não deu certo, pq hj ele é assumido, mora com o namorado e é ótimo nos serviços de casa. Estávamos conversando dia desses de como essa diferença que fomos criados foi absurda.",124,,4,diferenciacao_domestica,-0.75,negativo,0.75,2
pahannecker,pahannecker,Outra questão que sempre me incomodou foi a infantilização do meu irmão em contrapartida de uma expectativa de que eu amadurecesse mais rápido simplesmente por ser mulher,2023-01-15T20:20:39Z,"Jan 15, 2023",122w,0,744,Outra questão que sempre me incomodou foi a infantilização do meu irmão em contrapartida de uma expectativa de que eu amadurecesse mais rápido simplesmente por ser mulher,27,,0,sem_categoria,0,neutro,0,0
raquelmaldonad0,raquelmaldonad0,"Quando tinha 25 foi visitar minha avó, ela disse “você não vai me ajudar a lavar os pratos?” Eu disse “ não, vó, estou cansada, pede ao meu irmão. Aliás, finge que eu sou ele, porque ele fica sentado no sofá e não faz nada e você não cobra dele”. Ela respondeu “mas ele é homem”, eu retruquei “então finge que tenho um pinto porque não vou lavar”. 😡",2023-01-15T20:21:31Z,"Jan 15, 2023",122w,27,745,"Quando tinha 25 foi visitar minha avó, ela disse “você não vai me ajudar a lavar os pratos?” Eu disse “ não, vó, estou cansada, pede ao meu irmão. Aliás, finge que eu sou ele, porque ele fica sentado no sofá e não faz nada e você não cobra dele”. Ela respondeu “mas ele é homem”, eu retruquei “então finge que tenho um pinto porque não vou lavar”. 😡",69,,1,diferenciacao_domestica,-1,negativo,1,1
elianeprado1986,elianeprado1986,"Eu fui obrigada a aprender cozinhar, limpar a casa e fazer todas as tarefas domésticas aos 8 anos enquanto meus irmãos mais velhos (sou única mulher em 4 irmãos homens) se divertiam jogando futebol, jogando videogame sujando e eu limpando...jamais irei trazer para os meus filhos esse tipo de criação os traumas são enormes...",2023-01-15T20:22:12Z,"Jan 15, 2023",122w,0,746,"Eu fui obrigada a aprender cozinhar, limpar a casa e fazer todas as tarefas domésticas aos 8 anos enquanto meus irmãos mais velhos (sou única mulher em 4 irmãos homens) se divertiam jogando futebol, jogando videogame sujando e eu limpando...jamais irei trazer para os meus filhos esse tipo de criação os traumas são enormes...",54,,1,diferenciacao_domestica,0,neutro,0,0
fem_materialista,fem_materialista,O óbvio de que era eu que tinha que limpar a casa e meu irmão podia ficar vendo desenho. Só que eu era a única que sabia sintonizar a TV então eu desregulava tudo pra ele me ajudar kkkkk,2023-01-15T20:23:52Z,"Jan 15, 2023",122w,20,747,O óbvio de que era eu que tinha que limpar a casa e meu irmão podia ficar vendo desenho. Só que eu era a única que sabia sintonizar a TV então eu desregulava tudo pra ele me ajudar kkkkk,39,,1,diferenciacao_domestica,0,neutro,0,0
thayannemagalhaes,thayannemagalhaes,"Eu tomava casquinha de sorvete e meu irmão ganhava casacão, pq menina educada come menos.",2023-01-15T20:26:34Z,"Jan 15, 2023",122w,0,748,"Eu tomava casquinha de sorvete e meu irmão ganhava casacão, pq menina educada come menos.",15,,1,diferenciacao_domestica,0,neutro,0,0
kikikapadovani,kikikapadovani,"Eu cresci com 2 irmãos mais velhos e NUNCA fui excluída.. todos trabalhavam, todos estudavem.. tudo igual pra todos! E todos se dão bem... 🙏",2023-01-15T20:27:54Z,"Jan 15, 2023",122w,0,749,"Eu cresci com 2 irmãos mais velhos e NUNCA fui excluída.. todos trabalhavam, todos estudavem.. tudo igual pra todos! E todos se dão bem... 🙏",25,,0,sem_categoria,0,neutro,0,2
soul.buriola,soul.buriola,"Eu limpava a casa e passava a roupa toda, sempre antes de poder fazer a lição de casa!(Depois de esfregar o dia todo ficava difícil escrever, pq a faxina era pesada todo dia)Meu irmão lavava a louça e esticava a cama dele",2023-01-15T20:29:06Z,"Jan 15, 2023",122w,0,750,"Eu limpava a casa e passava a roupa toda, sempre antes de poder fazer a lição de casa!(Depois de esfregar o dia todo ficava difícil escrever, pq a faxina era pesada todo dia)Meu irmão lavava a louça e esticava a cama dele",42,,2,diferenciacao_domestica,0,neutro,0,0
emanuellebsb,emanuellebsb,"Serviços domésticos até hoje qdo vou visitar, mas lembro q qdo eu trabalhava, fazia faculdade e estava estudando pra concurso, se minha mãe precisava de alguém pra resolver alguma coisa pra ela, ir ao banco, à padaria ou ao mercado, ela me ligava, mesmo eu estando no trabalho, ela queria que eu saísse antes do horário para resolver. Era como se meu trabalho ou estudo não fosse importante. Qdo eu perguntava se ela já tinha pedido para meu Irmao, ela dizia que ele estava ocupado jogando vídeo game (ou dormindo… já ouvi as duas respostas). 😤",2023-01-15T20:29:27Z,"Jan 15, 2023",122w,1,751,"Serviços domésticos até hoje qdo vou visitar, mas lembro q qdo eu trabalhava, fazia faculdade e estava estudando pra concurso, se minha mãe precisava de alguém pra resolver alguma coisa pra ela, ir ao banco, à padaria ou ao mercado, ela me ligava, mesmo eu estando no trabalho, ela queria que eu saísse antes do horário para resolver. Era como se meu trabalho ou estudo não fosse importante. Qdo eu perguntava se ela já tinha pedido para meu Irmao, ela dizia que ele estava ocupado jogando vídeo game (ou dormindo… já ouvi as duas respostas). 😤",96,,1,diferenciacao_educacional,0,neutro,0,0
lodalla,lodalla,"Sou a mais velha de dois irmãos e meus pais (amém) sempre fizeram com que eles me respeitassem pra caramba! Nada muito pensado é calculado (acho), mas como meu pai sempre colocou minha mãe num pedestal, assim seguimos! E hoje (eu 40a, e eles 37 e 32, respectivamente) eu falo e eles obedecem 😂 brincadeiras à parte, escolheram mulheres fortes e donas da própria vida 🙏",2023-01-15T20:32:32Z,"Jan 15, 2023",122w,0,752,"Sou a mais velha de dois irmãos e meus pais (amém) sempre fizeram com que eles me respeitassem pra caramba! Nada muito pensado é calculado (acho), mas como meu pai sempre colocou minha mãe num pedestal, assim seguimos! E hoje (eu 40a, e eles 37 e 32, respectivamente) eu falo e eles obedecem 😂 brincadeiras à parte, escolheram mulheres fortes e donas da própria vida 🙏",66,,0,sem_categoria,0,neutro,0,0
ksiasilva28,ksiasilva28,"Nenhuma. Meus pais sempre nos ensinaram que tudo o que um fazia, o outro também era capaz de fazer. 4 irmãs e 1 irmão biológico, uma irmã e 2 irmãos de criação. Sei que existe, mas HÁ PAIS e pais. Graças a Deus meus pais souberam nos criar e educar de forma igual. 😍",2023-01-15T20:33:14Z,"Jan 15, 2023",122w,0,753,"Nenhuma. Meus pais sempre nos ensinaram que tudo o que um fazia, o outro também era capaz de fazer. 4 irmãs e 1 irmão biológico, uma irmã e 2 irmãos de criação. Sei que existe, mas HÁ PAIS e pais. Graças a Deus meus pais souberam nos criar e educar de forma igual. 😍",54,,0,sem_categoria,1,positivo,1,1
dan_bianchin,dan_bianchin,"Sou a filha do meio, sempre fui cobrada por fazer serviços domésticos por ser menina e meus irmãos não, eu não fazia, mas aí sobrava 100% pra minha mãe...",2023-01-15T20:34:10Z,"Jan 15, 2023",122w,0,754,"Sou a filha do meio, sempre fui cobrada por fazer serviços domésticos por ser menina e meus irmãos não, eu não fazia, mas aí sobrava 100% pra minha mãe...",29,,0,sem_categoria,0,neutro,0,0
go.laris.sa,go.laris.sa,"Eu não tenho irmãos, mas meu pai sempre disse claramente que se eu fosse homem teria liberdade. E eu vi a minha vida toda como as coisas funcionam quando a família se reúne: homens conversando na mesa e esperando serem servidos pelas mulheres, que ficam na cozinha fazendo comida e limpando.",2023-01-15T20:34:46Z,"Jan 15, 2023",122w,4,755,"Eu não tenho irmãos, mas meu pai sempre disse claramente que se eu fosse homem teria liberdade. E eu vi a minha vida toda como as coisas funcionam quando a família se reúne: homens conversando na mesa e esperando serem servidos pelas mulheres, que ficam na cozinha fazendo comida e limpando.",51,,1,diferenciacao_liberdades,0,neutro,0,0
brunasjl,brunasjl,"Sempre eu que tinha que lavar a louça.Meu irmão ganhou carro e moto, e era o único que podia dirigir o carro do meu pai.Eu não podia ir em festas de escola, mas meu irmão ganhava até dinheiro a mais para pagar a entrada, e pagar a bebida para a menina que ele quisesse.",2023-01-15T20:37:38Z,"Jan 15, 2023",122w,0,756,"Sempre eu que tinha que lavar a louça.Meu irmão ganhou carro e moto, e era o único que podia dirigir o carro do meu pai.Eu não podia ir em festas de escola, mas meu irmão ganhava até dinheiro a mais para pagar a entrada, e pagar a bebida para a menina que ele quisesse.",54,,4,diferenciacao_domestica,0,neutro,0,0
paulaxncosta,paulaxncosta,"Existem muitos, mas hoje, aos 24 anos, sou concursada, não moro em casa nem dependo de ninguém mais, mas quando vou pra casa da minha mãe, saio e chego tarde de alguma festa sou julgada, obrigada a ouvir que sou sem juízo e sempre fiz merda ou que ficam preocupados em relação as companhias (como se não soubesse me defender- sou policial e os amigos são os mesmos meu irmão!!! Inclusive minha mãe manda eles cuidarem de mim?????). Meu irmão não trabalha, vai pra casa dela e fica dias na farra, sai com o carro pra outra cidade sem nem avisar e nunca ouvi nada a respeito. Inclusive fazem piada e riem pelo fato de ele estar na farra.",2023-01-15T20:40:12Z,"Jan 15, 2023",122w,0,757,"Existem muitos, mas hoje, aos 24 anos, sou concursada, não moro em casa nem dependo de ninguém mais, mas quando vou pra casa da minha mãe, saio e chego tarde de alguma festa sou julgada, obrigada a ouvir que sou sem juízo e sempre fiz merda ou que ficam preocupados em relação as companhias (como se não soubesse me defender- sou policial e os amigos são os mesmos meu irmão!!! Inclusive minha mãe manda eles cuidarem de mim?????). Meu irmão não trabalha, vai pra casa dela e fica dias na farra, sai com o carro pra outra cidade sem nem avisar e nunca ouvi nada a respeito. Inclusive fazem piada e riem pelo fato de ele estar na farra.",119,,2,diferenciacao_domestica,0,neutro,0,0
lau_evaldt,lau_evaldt,"A lista é imensa, mas fui buscar nos estudos a forma de tentar equilibrar este peso. Isso fez com que eu casasse com uma pessoa que não seja machista ou que seja influenciada pela sociedade patriarcal. Meus pais mudaram muito quando começaram a ter netos.",2023-01-15T20:41:02Z,"Jan 15, 2023",122w,0,758,"A lista é imensa, mas fui buscar nos estudos a forma de tentar equilibrar este peso. Isso fez com que eu casasse com uma pessoa que não seja machista ou que seja influenciada pela sociedade patriarcal. Meus pais mudaram muito quando começaram a ter netos.",45,,1,diferenciacao_domestica,-0.5,negativo,0.5,1
marcia.queiroz.14,marcia.queiroz.14,"Eu não poderia tirar a habilitação mas meu irmão podia dirigir por aí sem habilitação, sem cinto com 14 anos",2023-01-15T20:41:27Z,"Jan 15, 2023",122w,0,759,"Eu não poderia tirar a habilitação mas meu irmão podia dirigir por aí sem habilitação, sem cinto com 14 anos",20,,0,sem_categoria,0,neutro,0,0
lucianecasecosta,lucianecasecosta,"Vixi, tem várias. Irmão mais velho homem e depois duas mulheres. Se tinha um bife, era pra ele. Limpar a casa? Nunca aconteceu. Nunca cozinhou e lavou roupa. O máximo que fazia era limpar os tênis dele, manter a gaveta organizada e sair de casa para não atrapalhar na faxina.. são só alguns exemplos....",2023-01-15T20:42:06Z,"Jan 15, 2023",122w,0,760,"Vixi, tem várias. Irmão mais velho homem e depois duas mulheres. Se tinha um bife, era pra ele. Limpar a casa? Nunca aconteceu. Nunca cozinhou e lavou roupa. O máximo que fazia era limpar os tênis dele, manter a gaveta organizada e sair de casa para não atrapalhar na faxina.. são só alguns exemplos....",54,,3,diferenciacao_domestica,0,neutro,0,0
lourenco_ally,lourenco_ally,"Quando meus pais separaram, meu pai se mudou pra um apartamento de apenas 2 quartos. E deixou claro que era o quarto do meu irmão. Eu sempre tive uma relação incrível com meu pai, e mesmo assim, ao se mudar o quarto na casa dele era do meu irmão. Podia ser meu e dele, mas era só dele.",2023-01-15T20:42:29Z,"Jan 15, 2023",122w,0,761,"Quando meus pais separaram, meu pai se mudou pra um apartamento de apenas 2 quartos. E deixou claro que era o quarto do meu irmão. Eu sempre tive uma relação incrível com meu pai, e mesmo assim, ao se mudar o quarto na casa dele era do meu irmão. Podia ser meu e dele, mas era só dele.",58,,2,diferenciacao_domestica,0,neutro,0,0
