usuario,perfilLink,textoComentario,timestamp,dataFormatada,tempoExibido,likes
anaraquelsoncin,anaraquelsoncin,Afffff nada a ver,2023-01-15T20:23:02.000Z,"Jan 15, 2023",122w,5
thaisbasile.psi,thaisbasile.psi,"@anaraquelsoncin 1.400 comentários de denúncia. Dói ver, né?",2023-01-15T20:53:39.000Z,"Jan 15, 2023",122w,204
crissantosbh,crissantosbh,"@anaraquelsoncin Não podemos definir a realidade de todos com base na nossa experiência individual. Falando de forma mais grosseira, o mundo não gira ao seu redor. Não é pq não aconteceu com vc q não tenha acontecido com muitos, muito menos com ninguém. Tente enxergar além da sua bolha, isso se chama empatia. E, se não lhe for mto esforço, tente não minimizar a dor do outro só pq vc não sente.",2023-01-16T01:04:50.000Z,"Jan 15, 2023",121w,70
annelaraemtodocantoseacha,annelaraemtodocantoseacha,@ crissantosbh !!,2023-01-16T02:44:00.000Z,"Jan 15, 2023",121w,0
reginafttorres,reginafttorres,"@anaraquelsoncin das 2, uma. Ou você concorda que filhas mulheres realmente devem ficar com a carga pesada de casa e filhos homens devem ser princesos, ou você nunca passou por isso e não cabe a você julgar o que a grande maioria passa. Tipo 99%, saca?",2023-01-16T10:07:39.000Z,"Jan 16, 2023",121w,35
guimaraesmc_,guimaraesmc_,"@soyninabracho , pelo jeito ela acha que é obrigação das mulheres mesmo. E olha o perigo, mãe de dois meninos.. já viu os machistóides que vem por ai, né?",2023-01-16T12:12:01.000Z,"Jan 16, 2023",121w,28
rafaelabf,rafaelabf,@thaisbasile.psi a negação pelo visto dói mais do que a realidade né,2023-01-19T04:52:23.000Z,"Jan 19, 2023",121w,1
fem_materialista,fem_materialista,O óbvio de que era eu que tinha que limpar a casa e meu irmão podia ficar vendo desenho. Só que eu era a única que sabia sintonizar a TV então eu desregulava tudo pra ele me ajudar kkkkk,2023-01-15T20:23:52.000Z,"Jan 15, 2023",122w,20
thayannemagalhaes,thayannemagalhaes,"Eu tomava casquinha de sorvete e meu irmão ganhava casacão, pq menina educada come menos.",2023-01-15T20:26:34.000Z,"Jan 15, 2023",122w,0
kikikapadovani,kikikapadovani,"Eu cresci com 2 irmãos mais velhos e NUNCA fui excluída.. todos trabalhavam, todos estudavem.. tudo igual pra todos! E todos se dão bem... 🙏",2023-01-15T20:27:54.000Z,"Jan 15, 2023",122w,0
soul.buriola,soul.buriola,"Eu limpava a casa e passava a roupa toda, sempre antes de poder fazer a lição de casa!(Depois de esfregar o dia todo ficava difícil escrever, pq a faxina era pesada todo dia)Meu irmão lavava a louça e esticava a cama dele",2023-01-15T20:29:06.000Z,"Jan 15, 2023",122w,0
emanuellebsb,emanuellebsb,"Serviços domésticos até hoje qdo vou visitar, mas lembro q qdo eu trabalhava, fazia faculdade e estava estudando pra concurso, se minha mãe precisava de alguém pra resolver alguma coisa pra ela, ir ao banco, à padaria ou ao mercado, ela me ligava, mesmo eu estando no trabalho, ela queria que eu saísse antes do horário para resolver. Era como se meu trabalho ou estudo não fosse importante. Qdo eu perguntava se ela já tinha pedido para meu Irmao, ela dizia que ele estava ocupado jogando vídeo game (ou dormindo… já ouvi as duas respostas). 😤",2023-01-15T20:29:27.000Z,"Jan 15, 2023",122w,1
lodalla,lodalla,"Sou a mais velha de dois irmãos e meus pais (amém) sempre fizeram com que eles me respeitassem pra caramba! Nada muito pensado é calculado (acho), mas como meu pai sempre colocou minha mãe num pedestal, assim seguimos! E hoje (eu 40a, e eles 37 e 32, respectivamente) eu falo e eles obedecem 😂 brincadeiras à parte, escolheram mulheres fortes e donas da própria vida 🙏",2023-01-15T20:32:32.000Z,"Jan 15, 2023",122w,0
ksiasilva28,ksiasilva28,"Nenhuma. Meus pais sempre nos ensinaram que tudo o que um fazia, o outro também era capaz de fazer. 4 irmãs e 1 irmão biológico, uma irmã e 2 irmãos de criação. Sei que existe, mas HÁ PAIS e pais. Graças a Deus meus pais souberam nos criar e educar de forma igual. 😍",2023-01-15T20:33:14.000Z,"Jan 15, 2023",122w,0
dan_bianchin,dan_bianchin,"Sou a filha do meio, sempre fui cobrada por fazer serviços domésticos por ser menina e meus irmãos não, eu não fazia, mas aí sobrava 100% pra minha mãe...",2023-01-15T20:34:10.000Z,"Jan 15, 2023",122w,0
dlamaej,dlamaej,@nicoliflorence olha os comentários 😢,2023-01-15T20:34:33.000Z,"Jan 15, 2023",122w,1
go.laris.sa,go.laris.sa,"Eu não tenho irmãos, mas meu pai sempre disse claramente que se eu fosse homem teria liberdade. E eu vi a minha vida toda como as coisas funcionam quando a família se reúne: homens conversando na mesa e esperando serem servidos pelas mulheres, que ficam na cozinha fazendo comida e limpando.",2023-01-15T20:34:46.000Z,"Jan 15, 2023",122w,4
brunasjl,brunasjl,"Sempre eu que tinha que lavar a louça.Meu irmão ganhou carro e moto, e era o único que podia dirigir o carro do meu pai.Eu não podia ir em festas de escola, mas meu irmão ganhava até dinheiro a mais para pagar a entrada, e pagar a bebida para a menina que ele quisesse.",2023-01-15T20:37:38.000Z,"Jan 15, 2023",122w,0
paulaxncosta,paulaxncosta,"Existem muitos, mas hoje, aos 24 anos, sou concursada, não moro em casa nem dependo de ninguém mais, mas quando vou pra casa da minha mãe, saio e chego tarde de alguma festa sou julgada, obrigada a ouvir que sou sem juízo e sempre fiz merda ou que ficam preocupados em relação as companhias (como se não soubesse me defender- sou policial e os amigos são os mesmos meu irmão!!! Inclusive minha mãe manda eles cuidarem de mim?????). Meu irmão não trabalha, vai pra casa dela e fica dias na farra, sai com o carro pra outra cidade sem nem avisar e nunca ouvi nada a respeito. Inclusive fazem piada e riem pelo fato de ele estar na farra.",2023-01-15T20:40:12.000Z,"Jan 15, 2023",122w,0
lau_evaldt,lau_evaldt,"A lista é imensa, mas fui buscar nos estudos a forma de tentar equilibrar este peso. Isso fez com que eu casasse com uma pessoa que não seja machista ou que seja influenciada pela sociedade patriarcal. Meus pais mudaram muito quando começaram a ter netos.",2023-01-15T20:41:02.000Z,"Jan 15, 2023",122w,0
marcia.queiroz.14,marcia.queiroz.14,"Eu não poderia tirar a habilitação mas meu irmão podia dirigir por aí sem habilitação, sem cinto com 14 anos",2023-01-15T20:41:27.000Z,"Jan 15, 2023",122w,0
lucianecasecosta,lucianecasecosta,"Vixi, tem várias. Irmão mais velho homem e depois duas mulheres. Se tinha um bife, era pra ele. Limpar a casa? Nunca aconteceu. Nunca cozinhou e lavou roupa. O máximo que fazia era limpar os tênis dele, manter a gaveta organizada e sair de casa para não atrapalhar na faxina.. são só alguns exemplos....",2023-01-15T20:42:06.000Z,"Jan 15, 2023",122w,0
lourenco_ally,lourenco_ally,"Quando meus pais separaram, meu pai se mudou pra um apartamento de apenas 2 quartos. E deixou claro que era o quarto do meu irmão. Eu sempre tive uma relação incrível com meu pai, e mesmo assim, ao se mudar o quarto na casa dele era do meu irmão. Podia ser meu e dele, mas era só dele.",2023-01-15T20:42:29.000Z,"Jan 15, 2023",122w,0
akarlanolasco,akarlanolasco,"Fui perceber que esse machismo existe e tbm fui vítima dele aos 43 anos conversando com uma amiga psicóloga. Até então nunca entendi pq meus pais ofereceram criações diferentes para mim e para meu irmão. Como a técnica fez de mim uma mulher madura, centrada e responsável, o contrário do meu irmão, escuto sempre que eu dei certo e eles continuam tendo que ajudar meu irmão. Na vdd, meu irmão ficou dependente, inseguro e irresponsável justamente por ter tido eles para resolverem todos os problemas a vida toda. Hoje, aos 42 anos, ele ainda não consegue se virar sozinho.",2023-01-15T20:42:39.000Z,"Jan 15, 2023",122w,0
dicasdanapaula,dicasdanapaula,"Minha irmã e eu SEMPRE éramos obrigadas a lavar o copo do meu irmão, o prato, limpar o chão que ele pisava... Enquanto ele brincava ou via TV, pq homem não limpa casa. Isso era tarefa de mulher. 😭 Traumas dificílimos de serem superados, mas úteis, pra hoje criar meu filho completamente diferente.",2023-01-15T20:42:54.000Z,"Jan 15, 2023",122w,0
paulaxncosta,paulaxncosta,"Quando vou pra casa da minha mãe e deixo pra lavar um copo depois eu sou obrigada a ouvir que não levo as vasilhas que sujo. Meu irmão não lava um garfo e nunca vi ele ouvir nada do tipo. E olha que ele estava morando com ela, enquanto eu sou apenas visita.",2023-01-15T20:44:22.000Z,"Jan 15, 2023",122w,0
thais_naimoraes,thais_naimoraes,"Nem vou comentar sobre os privilégios e afins, gatilho",2023-01-15T20:47:07.000Z,"Jan 15, 2023",122w,0
mosouza01,mosouza01,"Por incrível que pareça eu tenho dois irmãos mais novos e não sofri machismo na minha casa . Somos tratados em igualdade e posso falar ?! Eu sendo mulher tive mais liberdade que os dois , kkk . Minha mãe é sensacional 😍",2023-01-15T20:49:39.000Z,"Jan 15, 2023",122w,0
claudiapasb,claudiapasb,"Nasci no ano de 1963, vou fazer 60 anos, quando era pequena tive a vida mansa pois tínhamos boa condição financeira, empregados domésticos e conforto, mas mesmo assim minha mãe bem que tentou me treinar para ser dona de casa. Felizmente, meu pai era abertamente feminista, o feminista da casa e nunca acreditou que a educação das meninas deveria ser diferente daquela dos meninos. Meu pai me liberou para ser e fazer o que eu desejasse, brigou por mim e não aceitava que pedissem para mim nada diferente daquilo que meus dois irmãos faziam. Nunca lavei louça, nem arrumei a casa, nunca precisei sentar direito, se meus irmãos nao estivessem sendo convidados a se comportar da mesma forma. Minha mãe, anos depois, me pediu desculpas, ate hoje pede, diz que nao era por mal, mas que naquela época achava que eu deveria aprender tarefas domesticas. Meu pai sempre me respeitou como pessoa livre e me defendeu. Meu pai me tratava como seu eu fosse o seu filho mais velho (sou a filha mais velha) exatamente como tratava meus dois irmãos mais novos. Para ele estudar era a coisa mais importante do mundo. Minha mãe mudou muito desde então….",2023-01-15T20:49:53.000Z,"Jan 15, 2023",122w,0
_florasteira,_florasteira,"Moravamos em um apartamento de 3 quartos, cada menino tinha seu próprio quarto e eu duvidi cama com uma viúva até meus 12 anos. Quando ela casou e levou um estranho pra dormir em meu lugar, fui relocada para o sofá da sala, onde passei a adolescência exposta a abusos psicológicos, violência física e assédio sexual. Não podia sair de casa, não tinha brinquedos/livros/cd's, não podia fazer nenhum curso, não tinha computador e não podia usar o telefone. Tinha somente uma barsa e a sessão da tarde. Passei a adolescencia pensando em me atirar do terceiro andar, mas não fiz por medo de não conseguir morrer e apanhar no hospital por só gerar problemas pra familia. Recorria ao banheiro e as escadas de incendio do edificio como tentativa de espaço para me isolar. Era aplicado o discurso de ''Ela sempre foi indepêndente',' enquanto os meninos tinham a refeição servida em mãos no sofá. Os meninos ganhavam bicicleta, direito de fazer varias faculdades, carro, moto, bens... eu sempre fiquei com as sobras e doações do que não queriam mais e tive que lutar pra conseguir custear minha faculdade sozinha. Hoje sou mãe solo, moro sozinha de aluguel e passo altos perrengues, enquanto os filhos homens são empresário e o outro vive no exterior. Essa dinamica é muito mais que machista, é narcisita. Por isso cortei contato com todos.",2023-01-15T20:50:56.000Z,"Jan 15, 2023",122w,0
elianeconcalves,elianeconcalves,"Tenho dois irmãos e eles sempre me respeitaram e fomos criados para respeitar os outros independente de sexo, cor ou raca",2023-01-15T20:51:20.000Z,"Jan 15, 2023",122w,0
tatypatricia.martins,tatypatricia.martins,"Eu tenho 2 irmãs e 1 irmão! Graças a Deus meus pais eram maravilhosos e sempre teve respeito e carinho da parte do meu irmão. Acho que é a natureza dele com a boa criação. Ele cuidava da gente enquanto minha mãe trabalhava, levava p escola e ainda hj ele com seus 52 anos eu nunca ouvi meu irmão alterar a voz, falar palavrões e ser agressivo. Em contra partida revoltava com meus vizinhos. Em que era normal os meninos agredirem as meninas com socos na frente da mãe e não acontecer nada. Eles só não batiam nas irmãs perto da minha mãe porque ela não deixava. E era tipo do nada. Meu pai nunca nos bateu, nem mesmo um tapa. Bastava ele olhar pra gente respeitar. Minha mãe sempre dizia: se coro resolvesse a prisão estaria vazia",2023-01-15T20:51:37.000Z,"Jan 15, 2023",122w,0
brisaerllen,brisaerllen,"Graças a Deus, tivemos pouca diferença de tratamento, as poucas era que eu e duas irmãs era responsável por limpar a casa e cuidar da louça, já meu irmão só dá garagem e banheiro que ele usava, mais como éramos em 3 meninas acabava ficando divido, a comida minha irmã mais velha fazia, e depois que ela passou a trabalhar, ficou pra mim que era a do meio, mas não julgo, a caçula só aprendeu com 21 quando foi morar com o marido, enquanto eu foi com 12 anos, então entendi que era mais questão de falta de organização mesmo. Já os meninos aprenderam a dirigir com uns 14 anos. Eu só aprendi quando pude pagar minha CNH, mais tbm não posso julgar tanto, pois sai de casa pra fazer faculdade com 17, com o apoio dos meus pais, pois minha mãe sempre disse que criou filha pra ser independente, e nunca depender de marido. Mais em relação as festas, sair, ter liberdade, sempre foi igual para todos.",2023-01-15T20:52:30.000Z,"Jan 15, 2023",122w,0
cristiane.zaleski,cristiane.zaleski,@caefernandes,2023-01-15T15:39:55.000Z,"Jan 15, 2023",122w,1
lilliansmesquita,lilliansmesquita,Meu irmão nunca fazia uma tarefa doméstica.,2023-01-15T15:40:38.000Z,"Jan 15, 2023",122w,15
adrianam.prado,adrianam.prado,"Só eu tinha que fazer os serviços domésticos, pq eu era a única mulher",2023-01-15T15:40:49.000Z,"Jan 15, 2023",122w,15
euedivana,euedivana,Qdo eu era mais nova e solteira tb sem filhos meu irmão + 6 anos + velho me disse: vc não vai casar não pra ficar cuidando da mãe qdo ela envelhecer.,2023-01-15T15:40:58.000Z,"Jan 15, 2023",122w,28
leleoliveirafazzio,leleoliveirafazzio,"No carro, éramos 4, 3 meninas e 1 menino num Fiat 147😂 Meu irmão sentava C a perna aberta a gente brigava e minha mãe falava ""deixa q ele tem pipi tem q sentar assim""",2023-01-15T15:41:08.000Z,"Jan 15, 2023",122w,19
nana_costa_bh,nana_costa_bh,"Vou nem começar, senão a lista seria enorme!",2023-01-15T15:41:45.000Z,"Jan 15, 2023",122w,10
liliandreger,liliandreger,Ppr isso que sempre agradeci não ter tido irmãos homens! Só mulheres!,2023-01-15T15:41:52.000Z,"Jan 15, 2023",122w,60
lorranydiaz_,lorranydiaz_,"Minha mãe reclamava que eu não fazia nada dentro de casa, e eu perguntava porque ela só cobrava de mim, sendo que os meus irmãos passavam o dia na rua brincando.",2023-01-15T15:42:02.000Z,"Jan 15, 2023",122w,16
naasaantos,naasaantos,"Quando era mais nova precisei aprender a lavar a panela como a minha mae narcisista queria, se nao ficasse como ela queria me colocava pra lavar dnv.Meu irmão mais novo dizia que não lavava pq não sabia, isso com 18/19 anos.Um dos motivos que fez minha mãe narcisista me colocar pra fora de casa foi o fato de ter colocado isso tudo em cheque e dizer que ela criou um homem não funcional.",2023-01-15T15:42:29.000Z,"Jan 15, 2023",122w,66
_lubiana_._,_lubiana_._,Eu não tenho irmãos mas alguém curte meu comentário pra eu ler depois,2023-01-15T15:42:39.000Z,"Jan 15, 2023",122w,47
alaila.m,alaila.m,"Meu pai dizia: “prendam suas cabras q meu bode está solto e minha cabra está mt bem presa!”Era como ele justificava o fato d meu irmão ter liberdade d ir e vir e eu, não.",2023-01-15T15:42:40.000Z,"Jan 15, 2023",122w,215
